Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,promo_flag,subscribed,frequency_score,prev_purchases_norm,freq_score_norm,BLI,satisfied_flag,organic_buyer,ILS,eLTV,value_tier,satisfaction_flag,promo_dependency,BLI_quartile,customer_segment
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,1,1,3,0.74,0.333333333333333,0.246666666666667,1,0,2,3589,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,1,1,3,0.24,0.333333333333333,0.08,0,0,1,936,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months,1,1,3,0.92,0.333333333333333,0.306666666666667,0,0,1,2576,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,1,1,5,0.56,0.666666666666667,0.373333333333333,0,0,1,700,Low,Neutral,Promo-Dependent,Q3,At-Risk
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,1,1,5,0.6,0.666666666666667,0.4,0,0,1,840,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,1,1,6,0.56,0.833333333333333,0.466666666666667,0,0,1,1596,Mid,Dissatisfied,Promo-Dependent,Q4,Passive / Occasional
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,1,1,6,0.4,0.833333333333333,0.333333333333333,0,0,1,720,Low,Dissatisfied,Promo-Dependent,Q3,At-Risk
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,1,1,3,0.78,0.333333333333333,0.26,0,0,1,2691,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,1,1,6,0.96,0.833333333333333,0.8,0,0,1,2304,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,1,1,3,0.64,0.333333333333333,0.213333333333333,0,0,1,1856,High,Dissatisfied,Promo-Dependent,Q3,Discount-Dependent Premium
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually,1,1,1,0.56,0,0,0,0,1,672,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,1,1,2,0.54,0.166666666666667,0.09,0,0,1,837,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,1,1,6,0.52,0.833333333333333,0.433333333333333,0,0,1,754,Low,Neutral,Promo-Dependent,Q4,At-Risk
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,1,1,5,0.44,0.666666666666667,0.293333333333333,0,0,1,1518,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,1,1,3,0.46,0.333333333333333,0.153333333333333,1,0,2,1817,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly,1,1,2,0.42,0.166666666666667,0.07,0,0,1,819,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,1,1,7,0.72,1,0.72,1,0,2,3024,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,1,1,6,0.84,0.833333333333333,0.7,1,0,2,2772,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly,1,1,4,0.08,0.5,0.04,1,0,2,368,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually,1,1,1,0.94,0,0,0,0,1,2115,High,Dissatisfied,Promo-Dependent,Q1,Discount-Dependent Premium
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,1,1,7,0.26,1,0.26,1,0,2,962,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,1,1,2,0.16,0.166666666666667,0.0266666666666667,0,0,1,312,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly,1,1,2,0.22,0.166666666666667,0.0366666666666667,0,0,1,781,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually,1,1,1,0.1,0,0,0,0,1,475,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,1,1,4,0.02,0.5,0.01,1,0,2,72,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,1,1,3,0.34,0.333333333333333,0.113333333333333,1,0,2,1445,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,1,1,2,0.54,0.166666666666667,0.09,0,0,1,1458,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,1,1,2,0.06,0.166666666666667,0.01,0,0,1,123,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,1,1,7,0.44,1,0.44,0,0,1,528,Low,Neutral,Promo-Dependent,Q4,At-Risk
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,1,1,5,0.48,0.666666666666667,0.32,1,0,2,2376,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,1,1,2,0.36,0.166666666666667,0.06,0,0,1,576,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,1,1,3,0.78,0.333333333333333,0.26,1,0,2,2769,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,1,1,5,0.5,0.666666666666667,0.333333333333333,0,0,1,1225,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,1,1,1,0.12,0,0,0,0,1,300,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,1,1,7,0.52,1,0.52,1,0,2,2366,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,1,1,5,0.86,0.666666666666667,0.573333333333333,0,0,1,1978,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,1,1,4,0.12,0.5,0.06,0,0,1,300,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,1,1,2,0.12,0.166666666666667,0.02,1,0,2,234,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,1,1,2,0.26,0.166666666666667,0.0433333333333333,0,0,1,1287,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,1,1,4,0.26,0.5,0.13,0,0,1,624,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,1,1,1,0.22,0,0,0,0,1,847,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,1,1,7,0.9,1,0.9,0,0,1,4275,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,1,1,4,0.16,0.5,0.08,1,0,2,800,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually,1,1,1,0.16,0,0,0,0,1,432,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,1,1,5,0.68,0.666666666666667,0.453333333333333,0,0,1,2312,High,Dissatisfied,Promo-Dependent,Q4,Discount-Dependent Premium
773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,1,1,6,0.8,0.833333333333333,0.666666666666667,0,0,1,880,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly,1,1,6,0.28,0.833333333333333,0.233333333333333,0,0,1,1176,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly,1,1,2,0.22,0.166666666666667,0.0366666666666667,0,0,1,506,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,1,1,4,0.16,0.5,0.08,0,0,1,424,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months,1,1,3,0.16,0.333333333333333,0.0533333333333333,1,0,2,480,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly,1,1,7,0.74,1,0.74,0,0,1,1184,Mid,Dissatisfied,Promo-Dependent,Q4,Passive / Occasional
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,1,1,1,0.46,0,0,0,0,1,1150,Mid,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually,1,1,1,0.76,0,0,1,0,2,3572,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly,1,1,2,0.76,0.166666666666667,0.126666666666667,0,0,1,988,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,1,1,5,0.24,0.666666666666667,0.16,0,0,1,528,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,1,1,7,0.3,1,0.3,1,0,2,855,Mid,Satisfied,Promo-Dependent,Q3,Passive / Occasional
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,1,1,5,0.76,0.666666666666667,0.506666666666667,1,0,2,2470,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,1,1,3,0.82,0.333333333333333,0.273333333333333,0,0,1,2952,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,1,1,5,0.74,0.666666666666667,0.493333333333333,1,0,2,2294,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,1,1,3,0.32,0.333333333333333,0.106666666666667,1,0,2,336,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly,1,1,7,0.5,1,0.5,0,0,1,2125,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,1,1,2,0.36,0.166666666666667,0.06,0,0,1,918,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,1,1,6,0.08,0.833333333333333,0.0666666666666667,0,0,1,336,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,1,1,2,0.24,0.166666666666667,0.04,1,0,2,444,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,1,1,5,0.7,0.666666666666667,0.466666666666667,0,0,1,1540,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,1,1,7,0.9,1,0.9,1,0,2,2025,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,1,1,4,0.32,0.5,0.16,0,0,1,560,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,1,1,5,0.2,0.666666666666667,0.133333333333333,1,0,2,500,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,1,1,1,0.68,0,0,1,0,2,884,Mid,Satisfied,Promo-Dependent,Q1,Discount Hunter
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,1,1,1,0.86,0,0,1,0,2,3354,High,Satisfied,Promo-Dependent,Q1,Discount-Dependent Premium
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,1,1,7,0.76,1,0.76,1,0,2,3116,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,1,1,3,0.96,0.333333333333333,0.32,0,0,1,1872,High,Neutral,Promo-Dependent,Q3,Discount-Dependent Premium
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.8,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,1,1,1,0.62,0,0,0,0,1,1705,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,1,1,3,0.4,0.333333333333333,0.133333333333333,0,0,1,400,Low,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,1,1,5,0.24,0.666666666666667,0.16,1,0,2,348,Low,Satisfied,Promo-Dependent,Q2,Discount Hunter
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,1,1,7,0.04,1,0.04,0,0,1,82,Low,Neutral,Promo-Dependent,Q1,Discount Hunter
804,32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months,1,1,3,0.6,0.333333333333333,0.2,0,0,1,1140,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly,1,1,2,0.56,0.166666666666667,0.0933333333333333,0,0,1,1316,Mid,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly,1,1,4,0.8,0.5,0.4,0,0,1,1200,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,1,1,2,0.92,0.166666666666667,0.153333333333333,0,0,1,2576,High,Dissatisfied,Promo-Dependent,Q2,Discount-Dependent Premium
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,1,1,7,0.3,1,0.3,0,0,1,1335,Mid,Neutral,Promo-Dependent,Q3,Passive / Occasional
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,1,1,3,0.76,0.333333333333333,0.253333333333333,1,0,2,3648,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,1,1,6,0.6,0.833333333333333,0.5,1,0,2,2430,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,1,1,6,0.64,0.833333333333333,0.533333333333333,1,0,2,2656,High,Satisfied,Promo-Dependent,Q4,Discount-Dependent Premium
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly,1,1,2,0.72,0.166666666666667,0.12,0,0,1,1260,Mid,Dissatisfied,Promo-Dependent,Q2,Discount Hunter
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly,1,1,7,0.64,1,0.64,0,0,1,1792,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,1,1,1,0.28,0,0,0,0,1,630,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly,1,1,4,0.16,0.5,0.08,0,0,1,496,Low,Neutral,Promo-Dependent,Q2,Discount Hunter
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,1,1,6,0.54,0.833333333333333,0.45,0,0,1,2268,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly,1,1,4,0.48,0.5,0.24,0,0,1,576,Low,Neutral,Promo-Dependent,Q3,At-Risk
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly,1,1,5,0.6,0.666666666666667,0.4,1,0,2,630,Low,Satisfied,Promo-Dependent,Q4,Passive / Occasional
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,1,1,4,0.68,0.5,0.34,1,0,2,3094,High,Satisfied,Promo-Dependent,Q3,Discount-Dependent Premium
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,1,1,2,0.56,0.166666666666667,0.0933333333333333,1,0,2,1008,Mid,Satisfied,Promo-Dependent,Q2,Discount Hunter
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,1,1,4,0.54,0.5,0.27,0,0,1,1053,Mid,Dissatisfied,Promo-Dependent,Q3,Passive / Occasional
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly,1,1,6,0.62,0.833333333333333,0.516666666666667,0,0,1,1209,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually,1,1,1,0.46,0,0,0,0,1,1357,Mid,Neutral,Promo-Dependent,Q1,Discount Hunter
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly,1,1,2,0.22,0.166666666666667,0.0366666666666667,0,0,1,297,Low,Dissatisfied,Promo-Dependent,Q1,Discount Hunter
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly,1,1,2,0.96,0.166666666666667,0.16,0,0,1,4512,High,Neutral,Promo-Dependent,Q2,Discount-Dependent Premium
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly,1,1,4,0.34,0.5,0.17,0,0,1,1598,Mid,Neutral,Promo-Dependent,Q2,Discount Hunter
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly,1,1,7,0.72,1,0.72,0,0,1,3384,High,Neutral,Promo-Dependent,Q4,Discount-Dependent Premium
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,1,1,5,0.66,0.666666666666667,0.44,1,0,2,1683,Mid,Satisfied,Promo-Dependent,Q4,Passive / Occasional
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly,1,1,6,0.54,0.833333333333333,0.45,0,0,1,1674,Mid,Neutral,Promo-Dependent,Q4,Passive / Occasional
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,1,1,5,0.28,0.666666666666667,0.186666666666667,0,0,1,798,Low,Neutral,Promo-Dependent,Q3,At-Risk
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually,1,1,1,0.1,0,0,1,0,2,380,Low,Satisfied,Promo-Dependent,Q1,Discount Hunter
